tree1,tree2,dissimilarity,fire.history.1,fire.history.2,comp.fire,range.1,range.2,comp.range
F6,F1,0.95148248,burned,burned,Same,santa.catalina,santa.catalina,Same
F7,F1,0.896396396,burned,burned,Same,santa.catalina,santa.catalina,Same
F8,F1,0.954225352,burned,burned,Same,santa.catalina,santa.catalina,Same
F9,F1,0.91943128,burned,burned,Same,santa.catalina,santa.catalina,Same
F2,F2,0,burned,burned,Same,santa.catalina,santa.catalina,Same
F3,F2,0.975352113,burned,burned,Same,santa.catalina,santa.catalina,Same
F4,F2,0.924791086,burned,burned,Same,santa.catalina,santa.catalina,Same
F5,F2,0.925925926,burned,burned,Same,santa.catalina,santa.catalina,Same
F10,F2,0.978609626,burned,burned,Same,santa.catalina,santa.catalina,Same
F6,F2,0.974712644,burned,burned,Same,santa.catalina,santa.catalina,Same
F7,F2,0.908183633,burned,burned,Same,santa.catalina,santa.catalina,Same
F8,F2,0.967930029,burned,burned,Same,santa.catalina,santa.catalina,Same
F9,F2,0.936567164,burned,burned,Same,santa.catalina,santa.catalina,Same
F3,F3,0,burned,burned,Same,santa.catalina,santa.catalina,Same
F4,F3,0.890868597,burned,burned,Same,santa.catalina,santa.catalina,Same
F5,F3,0.954110899,burned,burned,Same,santa.catalina,santa.catalina,Same
F10,F3,0.92139738,burned,burned,Same,santa.catalina,santa.catalina,Same
F6,F3,0.789587852,burned,burned,Same,santa.catalina,santa.catalina,Same
F7,F3,0.978294574,burned,burned,Same,santa.catalina,santa.catalina,Same
F8,F3,0.955156951,burned,burned,Same,santa.catalina,santa.catalina,Same
F9,F3,0.94973545,burned,burned,Same,santa.catalina,santa.catalina,Same
F4,F4,0,burned,burned,Same,santa.catalina,santa.catalina,Same
F5,F4,0.892744479,burned,burned,Same,santa.catalina,santa.catalina,Same
F10,F4,0.908424908,burned,burned,Same,santa.catalina,santa.catalina,Same
F6,F4,0.85443038,burned,burned,Same,santa.catalina,santa.catalina,Same
F7,F4,0.938073394,burned,burned,Same,santa.catalina,santa.catalina,Same
F8,F4,0.92,burned,burned,Same,santa.catalina,santa.catalina,Same
F9,F4,0.877094972,burned,burned,Same,santa.catalina,santa.catalina,Same
F5,F5,0,burned,burned,Same,santa.catalina,santa.catalina,Same
F10,F5,0.912225705,burned,burned,Same,santa.catalina,santa.catalina,Same
F6,F5,0.948849105,burned,burned,Same,santa.catalina,santa.catalina,Same
F7,F5,0.924369748,burned,burned,Same,santa.catalina,santa.catalina,Same
F8,F5,0.933110368,burned,burned,Same,santa.catalina,santa.catalina,Same
F9,F5,0.80952381,burned,burned,Same,santa.catalina,santa.catalina,Same
F10,F10,0,burned,burned,Same,santa.catalina,santa.catalina,Same
F6,F10,0.62835249,burned,burned,Same,santa.catalina,santa.catalina,Same
F7,F10,0.699716714,burned,burned,Same,santa.catalina,santa.catalina,Same
F8,F10,0.918699187,burned,burned,Same,santa.catalina,santa.catalina,Same
F9,F10,0.893258427,burned,burned,Same,santa.catalina,santa.catalina,Same
F6,F6,0,burned,burned,Same,santa.catalina,santa.catalina,Same
F7,F6,0.789351852,burned,burned,Same,santa.catalina,santa.catalina,Same
F8,F6,0.925081433,burned,burned,Same,santa.catalina,santa.catalina,Same
F9,F6,0.934693878,burned,burned,Same,santa.catalina,santa.catalina,Same
F7,F7,0,burned,burned,Same,santa.catalina,santa.catalina,Same
F8,F7,0.871727749,burned,burned,Same,santa.catalina,santa.catalina,Same
F9,F7,0.950724638,burned,burned,Same,santa.catalina,santa.catalina,Same
F8,F8,0,burned,burned,Same,santa.catalina,santa.catalina,Same
F9,F8,0.930379747,burned,burned,Same,santa.catalina,santa.catalina,Same
F9,F9,0,burned,burned,Same,santa.catalina,santa.catalina,Same
